"","GrLivArea","Neighborhood","LotArea","X1stFlrSF","OverallQual","y_true","y_rf","y_svm_linear","y_svm_radial","y_lda","y_logistic","y_boosting"
"72",1287,"NAmes",9830,1287,5,0,0,0,0,0,0,0
"73",1664,"Gilbert",8121,953,6,0,0,0,0,0,0,0
"74",1319,"NAmes",10634,1319,5,0,0,0,0,0,0,0
"75",2172,"NridgHt",14154,1071,7,1,1,1,0,1,1,1
"76",2078,"Somerst",10800,1050,8,1,1,0,0,1,1,1
"77",1028,"OldTown",8960,1028,5,0,0,0,0,0,0,0
"78",1340,"Gilbert",8899,1340,7,0,0,0,0,0,0,0
"79",1344,"Mitchel",7060,1344,7,1,0,0,0,0,0,0
"80",907,"NAmes",8593,907,4,0,0,0,0,0,0,0
"81",1365,"BrDale",1920,765,5,0,0,0,0,0,0,0
"82",1118,"OldTown",4400,734,6,0,0,0,0,0,0,0
"83",694,"Crawfor",4280,694,5,0,0,0,0,0,0,0
"84",1440,"Edwards",12108,1440,4,0,0,0,0,0,0,0
"85",1689,"Edwards",9855,1689,6,0,0,0,0,0,0,0
"86",1376,"IDOTRR",8600,780,6,0,0,0,0,0,0,0
"87",1533,"ClearCr",70761,1533,7,1,1,1,0,1,1,1
"88",1590,"Somerst",9000,786,8,1,0,0,0,0,0,0
"89",1242,"NWAmes",9600,1242,7,0,0,0,0,0,0,0
"90",1666,"OldTown",5100,833,8,0,0,0,0,0,0,0
"91",1935,"Somerst",8004,832,8,1,0,0,0,0,0,1
"92",1135,"SWISU",7200,575,7,0,0,0,0,0,0,0
"93",1414,"Blmngtn",3072,1414,7,0,0,0,0,0,0,0
"94",1277,"NAmes",10628,1277,7,0,0,0,0,0,0,0
"95",1644,"NAmes",9480,888,5,0,0,0,0,0,0,0
"96",1969,"NWAmes",11952,1161,7,0,0,0,0,0,0,0
"97",1976,"NridgHt",14977,1976,8,1,1,0,0,1,1,1
"98",1131,"OldTown",5925,1131,4,0,0,0,0,0,0,0
"99",1826,"OldTown",2500,916,7,0,0,0,0,0,0,0
"100",1456,"Gilbert",15578,728,6,0,0,0,0,0,0,0
"101",720,"IDOTRR",7879,720,4,0,0,0,0,0,0,0
"102",1820,"BrkSide",9120,1133,7,0,0,0,0,0,0,0
"103",899,"Sawyer",7800,899,5,0,0,0,0,0,0,0
"104",1363,"NAmes",14559,1363,5,0,0,0,0,0,0,0
"105",2080,"Crawfor",10918,1276,7,1,0,1,0,1,1,1
"106",1266,"Somerst",7500,1266,7,0,0,0,0,0,0,0
"107",1362,"BrkSide",6155,751,6,0,0,0,0,0,0,0
"108",1414,"Gilbert",9056,707,8,0,0,0,0,0,0,0
"109",768,"Mitchel",7244,768,5,0,0,0,0,0,0,0
"110",1069,"NPkVill",4043,1069,6,0,0,0,0,0,0,0
"111",1392,"Sawyer",11341,1392,5,0,0,0,0,0,0,0
"112",2504,"StoneBr",11198,1134,9,1,1,1,0,1,1,1
"113",1535,"NridgHt",10171,1535,7,1,0,0,0,0,0,0
"114",864,"NAmes",7332,864,6,0,0,0,0,0,0,0
"115",1320,"Sawyer",11777,1320,5,0,0,0,0,0,0,0
"116",2042,"NridgHt",12704,2042,8,1,1,1,0,1,1,1
"117",816,"Edwards",11841,816,6,0,0,0,0,0,0,0
"118",1573,"BrkSide",6120,989,4,0,0,0,0,0,0,0
"119",838,"BrkSide",10267,838,6,0,0,0,0,0,0,0
"120",860,"Sawyer",8740,860,5,0,0,0,0,0,0,0
"121",935,"BrkSide",9100,779,5,0,0,0,0,0,0,0
"122",2296,"NridgHt",13478,1728,10,1,1,1,0,1,1,1
"123",1826,"StoneBr",11302,1826,8,1,1,1,0,1,1,1
"124",1368,"OldTown",3600,684,6,0,0,0,0,0,0,0
"125",1556,"Blueste",1950,716,6,0,0,0,0,0,0,0
"126",1872,"CollgCr",11885,1299,8,1,1,0,0,0,0,1
"127",1054,"NAmes",8800,1054,6,0,0,0,0,0,0,0
"128",1828,"NridgHt",11694,1828,9,1,0,1,0,1,1,0
"129",1350,"NAmes",9020,1350,6,0,0,0,0,0,0,0
"130",1750,"OldTown",9000,1089,5,0,0,0,0,0,0,0
"131",1554,"NridgHt",4590,1554,8,1,0,0,0,0,0,0
"132",1056,"OldTown",6979,1056,6,0,0,0,0,0,0,0
"133",796,"Edwards",8777,796,5,0,0,0,0,0,0,0
"134",1620,"NWAmes",10793,780,5,0,0,0,0,0,0,0
"135",1665,"Somerst",8125,822,7,1,0,0,0,0,0,0
"136",1716,"CollgCr",8750,909,7,0,0,0,0,0,0,0
"137",1469,"IDOTRR",10320,756,6,0,0,0,0,0,0,0
"138",1053,"NAmes",10007,1053,5,0,0,0,0,0,0,0
"139",2448,"NoRidge",46589,1686,8,1,1,1,0,1,1,1
"140",1392,"NAmes",13560,1392,6,0,0,0,0,0,0,0
"141",2097,"Somerst",20896,2097,8,1,0,0,0,1,1,0
"142",1476,"CollgCr",8633,738,6,0,0,0,0,0,0,0
"143",1369,"Edwards",6629,697,6,0,0,0,0,0,0,0
"144",1208,"Veenker",11250,1208,6,0,0,0,0,0,0,0
"145",792,"OldTown",9022,792,5,0,0,0,0,0,0,0
"146",1291,"ClearCr",2887,1291,6,0,0,0,0,0,0,0
"147",1761,"Somerst",10207,874,7,1,0,0,0,0,0,1
"148",1102,"Somerst",5105,551,7,0,0,0,0,0,0,0
"149",1419,"StoneBr",8089,1419,8,1,0,0,0,0,0,0
"150",1073,"OldTown",5400,1073,5,0,0,0,0,0,0,0
"151",894,"Sawyer",8450,894,5,0,0,0,0,0,0,0
"152",1812,"OldTown",7630,1032,5,0,0,0,0,0,0,0
"153",1456,"Gilbert",9018,728,7,0,0,0,0,0,0,0
"154",1178,"IDOTRR",8712,859,4,0,0,0,0,0,0,0
"155",1479,"Sawyer",13517,725,6,0,0,0,0,0,0,0
"156",1178,"NWAmes",10000,1178,5,0,0,0,0,0,0,0
"157",2418,"NoRidge",10542,1325,7,1,1,1,0,1,1,1
"158",1742,"StoneBr",6563,1742,8,1,0,0,0,0,0,1
"159",1232,"CollgCr",7314,1232,7,0,0,0,1,0,0,0
"160",1146,"Timber",9590,1146,7,0,0,0,0,0,0,0
"161",1768,"OldTown",10800,880,7,0,0,0,0,0,0,0
"162",1728,"CollgCr",9313,864,7,0,0,0,0,0,0,0
"163",1720,"NoRidge",10593,1720,7,1,1,0,0,0,0,0
"164",2098,"NridgHt",10240,1038,8,1,1,0,0,1,1,0
"165",1768,"CollgCr",10769,866,8,1,0,0,0,0,0,0
"166",2531,"NoRidge",12257,1328,8,1,1,1,0,1,1,1
"167",1714,"NWAmes",10421,980,7,0,0,0,0,0,0,0
"168",1750,"Mitchel",12508,983,6,0,0,0,0,0,0,0
"169",1836,"CollgCr",9100,1836,7,1,0,0,0,0,0,0
"170",1973,"NridgHt",14226,1973,8,1,1,1,0,1,1,1
"171",894,"Sawyer",13350,894,5,0,0,0,0,0,0,0
"172",1484,"OldTown",6300,742,6,0,0,0,0,0,0,0
"173",1145,"Blmngtn",3182,1145,7,0,0,0,0,0,0,0
"174",1062,"Mitchel",11333,1062,6,0,0,0,0,0,0,0
"175",1496,"Somerst",9158,1496,8,1,0,0,0,0,0,0
"176",1285,"Sawyer",8197,1285,6,0,0,0,0,0,0,0
"177",773,"NAmes",7677,773,5,0,0,0,0,0,0,0
"178",1768,"SWISU",7200,981,5,0,0,0,0,0,0,0
"179",1128,"NAmes",9000,1128,5,0,0,0,0,0,0,0
"180",848,"CollgCr",4438,848,6,0,0,0,0,0,0,0
"181",1689,"Mitchel",13265,1689,8,1,1,1,0,0,0,1
"182",1358,"NridgHt",6371,1358,7,1,0,0,0,0,0,1
"183",1434,"SawyerW",8529,1434,7,0,0,0,0,0,0,0
"184",2126,"ClearCr",28698,1160,5,0,1,1,0,1,1,1
"185",1392,"NAmes",11900,1392,6,0,0,0,0,0,0,0
"186",1559,"OldTown",8100,1559,5,0,0,0,0,0,0,0
"187",1099,"CollgCr",9525,1099,5,0,0,0,0,0,0,0
"188",1200,"Edwards",11767,768,5,0,0,0,0,0,0,0
"189",1539,"OldTown",10440,958,5,0,0,0,0,0,0,0
"190",1855,"Veenker",9600,1094,6,0,0,0,0,0,0,0
"191",1456,"Blmngtn",3196,1456,8,1,0,0,1,0,0,0
"192",1040,"Sawyer",6897,1040,5,0,0,0,0,0,0,0
"193",1370,"NWAmes",10400,1370,7,0,0,0,0,0,0,0
"194",1372,"Somerst",8640,1372,7,1,0,0,0,0,0,0
"195",2320,"Gilbert",14762,1547,5,0,0,0,0,0,0,0
"196",894,"NAmes",6600,894,5,0,0,0,0,0,0,0
"197",1682,"CollgCr",8750,804,6,1,0,0,0,0,0,0
"198",1131,"OldTown",5720,676,5,0,0,0,0,0,0,0
"199",2224,"NridgHt",8834,1462,9,1,1,1,0,1,1,0
"200",1535,"SawyerW",7018,1535,5,0,0,0,0,0,0,0
"201",1796,"NAmes",7056,983,6,0,0,0,0,0,0,0
"202",951,"IDOTRR",8765,951,4,0,0,0,0,0,0,0
"203",1670,"Gilbert",14859,1670,7,1,1,1,0,0,0,1
"204",902,"Sawyer",6173,902,5,0,0,0,0,0,0,0
"205",902,"Mitchel",8885,902,5,0,0,0,0,0,0,0
"206",2274,"NAmes",11600,1105,5,0,1,0,0,1,1,1
"207",2127,"SawyerW",13125,912,7,1,1,1,0,0,0,1
"208",1414,"NAmes",11029,1414,6,0,0,0,0,0,0,0
"209",1721,"SawyerW",8462,936,6,1,0,0,0,0,0,0
"210",2200,"Edwards",8777,1272,5,0,0,0,0,0,0,0
"211",1316,"Gilbert",10237,1316,6,0,0,0,0,0,0,0
"212",1686,"NWAmes",10240,1686,6,1,0,0,0,0,0,0
"213",2236,"Gilbert",13006,993,7,1,1,1,0,0,0,1
"214",2403,"ClearCr",24090,1207,7,1,1,1,0,1,1,1
"215",1144,"NAmes",8163,1144,5,0,0,0,0,0,0,0
"216",1381,"NWAmes",9360,1381,6,0,0,0,0,0,0,0
"217",1968,"Mitchel",11075,1168,5,0,0,0,0,0,0,0
"218",980,"Edwards",9400,980,6,0,0,0,0,0,0,0
"219",1416,"Somerst",2572,696,7,0,0,0,0,0,0,0
"220",1484,"Gilbert",10237,783,6,0,0,0,0,0,0,0
"221",968,"OldTown",5925,600,3,0,0,0,0,0,0,0
"222",1382,"Somerst",2651,673,7,0,0,0,0,0,0,0
"223",999,"NAmes",12122,999,7,0,0,0,0,0,0,0
"224",1940,"NridgHt",10159,1940,9,1,0,0,0,1,1,1
"225",1742,"OldTown",17671,916,8,0,0,0,0,0,0,0
"226",1050,"NAmes",10659,1050,5,0,0,0,0,0,0,0
"227",1504,"Blmngtn",3182,1504,7,0,0,0,0,0,0,0
"228",1665,"NWAmes",8400,810,8,1,0,0,0,0,0,0
"229",1132,"Edwards",7024,1132,4,0,0,0,0,0,0,0
"230",954,"Crawfor",6305,954,5,0,0,0,0,0,0,0
"231",1526,"Edwards",8562,1526,5,0,0,0,0,0,0,0
"232",1364,"NridgHt",7052,1364,7,0,0,0,0,0,0,0
"233",990,"CollgCr",8775,990,5,0,0,0,0,0,0,0
"234",1258,"NWAmes",11040,1258,6,0,0,0,0,0,0,0
"235",1040,"Sawyer",7500,1040,5,0,0,0,0,0,0,0
"236",1709,"Edwards",2522,970,7,0,0,0,0,0,0,0
"237",936,"NAmes",5868,936,5,0,0,0,0,0,0,0
"238",1324,"BrkSide",6000,757,4,0,0,0,0,0,0,0
"239",1134,"NAmes",7000,1134,5,0,0,0,0,0,0,0
"240",2021,"Gilbert",23257,887,7,1,1,1,0,0,0,1
"241",1690,"Gilbert",8063,948,6,0,0,0,0,0,0,0
"242",1836,"NridgHt",11362,1836,8,1,0,0,0,1,1,0
"243",1964,"NWAmes",10480,1098,7,1,0,0,0,0,0,0
"244",1419,"Gilbert",7750,779,8,0,0,0,0,0,0,0
"245",1601,"Sawyer",13825,1021,5,0,0,0,0,0,0,0
"246",1482,"Gilbert",9125,812,7,0,0,0,0,0,0,0
"247",1959,"Gilbert",11796,847,7,1,1,1,1,0,0,1
"248",1868,"NWAmes",10304,1088,5,0,0,0,0,0,0,0
"249",924,"Edwards",12180,672,4,0,0,0,0,0,0,0
"250",1564,"Crawfor",12000,860,7,0,0,0,0,0,0,0
"251",932,"NAmes",8280,932,6,0,0,0,0,0,0,0
"252",1466,"Edwards",17755,1466,5,0,0,0,0,0,0,0
"253",2872,"NoRidge",10678,2129,8,1,0,1,0,1,1,0
"254",2514,"Timber",11170,1298,7,1,1,0,0,1,1,1
"255",1624,"NoRidge",12461,1624,8,1,0,0,0,0,0,1
"256",1382,"Sawyer",11235,1382,4,0,0,0,0,0,0,0
"257",894,"Sawyer",7094,894,5,0,0,0,0,0,0,0
"258",912,"BrkSide",6240,672,4,0,0,0,0,0,0,0
"259",1211,"Sawyer",8250,1211,5,0,0,0,0,0,0,0
"260",1846,"NAmes",10496,1168,6,0,0,0,0,0,0,0
"261",1507,"NAmes",7910,1507,5,0,0,0,0,0,0,0
"262",1188,"NAmes",12160,1188,5,0,0,0,0,0,0,0
"263",1626,"NridgHt",2628,764,7,0,0,0,0,0,0,0
"264",1484,"Timber",9037,1484,8,1,0,0,0,0,0,0
"265",1768,"CollgCr",8158,884,7,1,0,0,0,0,0,0
"266",1553,"Somerst",8125,756,7,0,0,0,0,0,0,0
"267",988,"NAmes",7200,988,5,0,0,0,0,0,0,0
"268",2110,"NAmes",11160,2110,7,1,0,0,0,0,0,0
"269",1054,"NAmes",9750,1054,6,0,0,0,0,0,0,0
"270",1050,"NAmes",9600,1050,5,0,0,0,0,0,0,0
"271",1788,"ClearCr",11250,1104,4,0,0,1,0,0,0,1
"272",1524,"NAmes",11344,874,5,0,0,0,0,0,0,0
"273",1250,"Crawfor",5362,661,5,0,0,0,0,0,0,0
"274",1920,"NAmes",11345,928,5,0,0,0,0,0,0,0
"275",1128,"IDOTRR",7500,698,4,0,0,0,0,0,0,0
"276",1970,"NridgHt",11065,1120,8,1,1,1,0,1,1,1
"277",2372,"OldTown",6600,1378,5,0,0,0,0,0,0,0
"278",1664,"NWAmes",10140,832,7,0,0,0,0,0,0,0
"279",1122,"OldTown",12000,1122,5,0,0,0,0,0,0,0
"280",1294,"SawyerW",7153,1294,6,0,0,0,0,0,0,0
"281",2112,"NAmes",11075,1092,6,1,0,0,0,0,0,0
"282",1630,"CollgCr",10226,1630,8,1,0,0,0,0,0,0
"283",948,"Edwards",10215,948,4,0,0,0,0,0,0,0
"284",708,"BrkSide",5330,708,4,0,0,0,0,0,0,0
"285",1588,"Somerst",10000,1588,8,1,0,0,0,0,0,0
"286",1360,"IDOTRR",7200,803,5,0,0,0,0,0,0,0
"287",1334,"NWAmes",9650,1334,6,0,0,0,0,0,0,0
"288",1656,"NWAmes",9246,1656,5,0,0,0,0,0,0,0
"289",892,"NAmes",9477,892,5,0,0,0,0,0,0,0
"290",1573,"Somerst",2117,769,6,0,0,0,0,0,0,0
"291",1738,"NAmes",12513,1281,4,0,0,0,0,0,0,0
"292",1668,"CollgCr",10635,1668,8,1,1,0,0,0,0,1
"293",2633,"NoRidge",11400,2633,10,1,1,1,0,1,1,0
"294",1762,"OldTown",7200,998,7,0,0,0,0,0,0,0
"295",2784,"NWAmes",16692,1392,7,1,1,1,0,1,1,1
"296",1218,"BrkSide",6000,869,6,0,0,0,0,0,0,0
"297",1525,"CollgCr",9100,1525,7,1,0,0,1,0,0,1
"298",1500,"Blmngtn",4045,1500,7,1,0,0,0,0,0,1
"299",2482,"Timber",12665,1133,8,1,1,1,0,1,1,1
"300",1608,"SWISU",6171,1160,6,0,0,0,0,0,0,0
"301",1464,"Somerst",15256,1464,8,1,0,0,0,0,0,0
"302",768,"CollgCr",8445,768,5,0,0,0,0,0,0,0
"303",2450,"NoRidge",16545,1310,8,1,1,1,0,1,1,1
"304",1844,"Crawfor",16381,1844,6,1,1,1,0,1,1,1
"305",1558,"NAmes",10930,1048,5,0,0,0,0,0,0,0
"306",804,"OldTown",7200,804,5,0,0,0,0,0,0,0
"307",1792,"Gilbert",10261,962,6,0,0,0,0,0,0,0
"308",1126,"Mitchel",17400,1126,5,0,0,0,0,0,0,0
"309",1236,"OldTown",7407,1236,6,0,0,0,0,0,0,0
"310",2090,"CollgCr",10000,1220,8,1,1,0,0,1,1,1
"311",1346,"Edwards",11767,796,4,0,0,0,0,0,0,0
"312",1655,"Gilbert",10000,763,6,0,0,0,0,0,0,0
"313",2696,"NridgHt",14300,2696,9,0,1,1,0,1,1,0
"314",1374,"Gilbert",13300,744,7,0,0,0,0,0,0,0
"315",1733,"Gilbert",8577,847,7,0,0,0,0,0,0,0
"316",1595,"Somerst",8987,1595,8,0,0,0,0,0,0,0
"317",1468,"Somerst",10440,1468,6,0,0,0,0,0,0,0
"318",1512,"Somerst",2980,756,6,0,0,0,0,0,0,0
"319",1418,"Somerst",12853,1418,8,0,0,0,0,0,0,1
"320",1728,"NAmes",13260,1728,5,1,1,1,0,0,0,1
"321",1480,"NAmes",8197,1480,7,0,0,0,0,0,0,0
"322",1580,"NAmes",10032,1580,6,0,0,0,0,0,0,0
"323",1064,"NAmes",10950,1064,5,0,0,0,0,0,0,0
"324",988,"NAmes",13587,988,5,0,0,0,0,0,0,0
"325",1844,"OldTown",4800,1157,4,0,0,0,0,0,0,0
"326",936,"OldTown",4485,936,5,0,0,0,0,0,0,0
"327",1633,"OldTown",11851,1027,5,0,0,0,0,0,0,0
"328",1068,"OldTown",6120,1068,6,0,0,0,0,0,0,0
"329",1675,"ClearCr",15263,1675,5,0,0,0,0,0,0,0
"330",919,"SWISU",6001,600,6,0,0,0,0,0,0,0
"331",1832,"Sawyer",10773,1832,4,0,0,0,0,0,0,0
"332",864,"Sawyer",7832,864,5,0,0,0,0,0,0,0
"333",1440,"Sawyer",11227,720,5,0,0,0,0,0,0,0
"334",965,"CollgCr",11105,965,5,0,0,0,0,0,0,0
"335",1296,"SWISU",4853,1296,5,0,0,0,0,0,0,0
"336",2133,"Crawfor",10452,1225,7,0,1,1,0,1,1,1
"337",540,"IDOTRR",8154,540,2,0,0,0,0,0,0,0
"338",1214,"Timber",9803,1214,7,0,0,0,0,0,0,0
"339",1344,"Mitchel",11875,1344,5,0,0,0,0,0,0,0
"340",874,"Mitchel",6953,874,5,0,0,0,0,0,0,0
"341",1274,"Mitchel",10475,624,5,0,0,0,0,0,0,0
"342",1884,"Somerst",7000,1016,7,0,1,0,0,0,0,1
"343",1874,"Somerst",7500,1058,8,0,0,0,0,0,0,0
"344",1180,"NAmes",7830,1180,5,0,0,0,0,0,0,0
"345",2020,"NridgHt",12350,2020,9,0,0,1,0,1,1,0
"346",2452,"NridgHt",15274,2452,9,0,1,1,0,1,1,0
"347",2200,"NridgHt",15262,2200,8,0,1,1,0,1,1,0
"348",1884,"NridgHt",7390,1884,9,0,0,0,0,0,0,1
"349",1374,"Gilbert",9734,744,7,0,0,0,0,0,0,0
"350",1430,"Gilbert",7848,774,7,0,0,0,0,0,0,0
"351",2061,"NoRidge",9085,1094,7,0,1,0,0,1,1,1
"352",1530,"Somerst",12606,1530,9,0,0,0,0,0,0,0
"353",1448,"Somerst",7500,1448,8,0,0,0,0,0,0,0
"354",1141,"SawyerW",7500,1141,7,0,0,0,0,0,0,0
"355",1158,"SawyerW",7500,1158,6,0,0,0,0,0,0,0
"356",1450,"SawyerW",7328,1450,7,0,0,0,0,0,0,0
"357",1730,"SawyerW",7703,833,6,0,0,0,0,0,0,0
"358",1540,"SawyerW",9109,754,7,0,0,0,0,0,0,0
"359",1882,"SawyerW",8250,964,6,0,0,1,0,0,0,0
"360",864,"Sawyer",8499,864,5,0,0,0,0,0,0,0
"361",912,"Sawyer",7791,912,5,0,0,0,0,0,0,0
"362",1512,"Somerst",2998,756,6,0,0,0,0,0,0,0
"363",2640,"NWAmes",10400,1271,6,1,1,1,0,1,1,1
"364",1216,"NWAmes",9000,1216,6,0,0,0,0,0,0,0
"365",894,"NAmes",7436,894,4,0,0,0,0,0,0,0
"366",1362,"NAmes",9450,1362,4,0,0,0,0,0,0,0
"367",1453,"NAmes",10573,1453,6,0,0,0,0,0,0,0
"368",1112,"NAmes",13070,1112,5,0,0,0,0,0,0,0
"369",793,"NAmes",8480,793,5,0,0,0,0,0,0,0
"370",1527,"NAmes",11419,801,7,0,0,0,0,0,0,0
"371",1200,"NAmes",9600,1200,5,0,0,0,0,0,0,0
"372",1039,"OldTown",8146,717,4,0,0,0,0,0,0,0
"373",846,"OldTown",10800,846,5,0,0,0,0,0,0,0
"374",725,"OldTown",10800,725,3,0,0,0,0,0,0,0
"375",2544,"NAmes",9671,1248,6,1,1,1,1,1,1,1
"376",1142,"NAmes",9000,1142,6,0,0,0,0,0,0,0
"377",732,"NAmes",7200,732,5,0,0,0,0,0,0,0
"378",1461,"NAmes",10800,832,4,0,0,0,0,0,0,0
"379",1045,"NAmes",7936,1045,6,0,0,0,0,0,0,0
"380",1306,"OldTown",15660,810,5,0,0,0,0,0,0,0
"381",792,"OldTown",8520,792,5,0,0,0,0,0,0,0
"382",995,"BrkSide",6120,995,5,0,0,0,0,0,0,0
"383",1112,"Edwards",9780,687,5,0,0,0,0,0,0,0
"384",1034,"Sawyer",8014,1034,6,0,0,0,0,0,0,0
"385",660,"Sawyer",9000,660,2,0,0,0,0,0,0,0
"386",1073,"Edwards",9571,1073,5,0,0,0,0,0,0,0
"387",2787,"SawyerW",7976,1168,7,1,1,1,1,1,1,1
"388",1772,"CollgCr",8750,928,6,0,0,0,0,0,0,0
"389",1444,"CollgCr",10739,1444,7,0,0,0,1,0,0,0
"390",1611,"CollgCr",11664,1611,7,0,1,0,0,0,0,1
"391",1828,"CollgCr",12782,1828,8,0,1,1,1,0,0,1
"392",1602,"CollgCr",10200,1602,8,0,0,0,0,0,0,0
"393",1149,"Edwards",10682,1149,4,0,0,0,0,0,0,0
"394",1678,"Edwards",10926,1678,5,1,0,1,0,0,0,1
"395",1228,"Crawfor",7155,628,7,0,0,0,0,0,0,0
"396",1112,"Crawfor",9100,1112,5,0,0,0,0,0,0,0
"397",1523,"Crawfor",15600,986,5,0,0,0,0,0,0,0
"398",1032,"Blueste",1733,516,6,0,0,0,0,0,0,0
"399",2168,"IDOTRR",8660,928,5,1,0,0,0,0,0,0
"400",572,"IDOTRR",10200,572,4,0,0,0,0,0,0,0
"401",1648,"Crawfor",3843,1648,8,0,1,0,0,0,0,1
"402",2052,"Mitchel",10125,1040,8,0,1,0,0,0,0,0
"403",1641,"Timber",14463,1641,9,0,1,0,0,1,1,0
"404",2237,"Timber",9839,1375,6,0,0,0,0,1,1,1
"405",1091,"Mitchel",7706,1091,6,0,0,0,0,0,0,0
"406",1280,"StoneBr",5070,1280,8,0,0,0,0,0,0,0
"407",1488,"Gilbert",47280,1488,6,1,1,1,0,0,0,1
