"","GrLivArea","Neighborhood","LotArea","X1stFlrSF","OverallQual","y_true","y_rf","y_svm_linear","y_svm_radial","y_lda","y_logistic","y_boosting"
"322",2398,"NoRidge",11787,1383,7,1,1,1,1,1,1,1
"323",928,"NAmes",13300,928,5,0,0,0,0,0,0,0
"324",2713,"NridgHt",14948,1476,9,1,1,1,1,1,1,1
"325",605,"Edwards",9098,605,4,0,0,0,0,0,0,0
"326",2515,"Crawfor",32668,2515,6,1,1,1,1,1,1,1
"327",1509,"Timber",10200,1509,6,0,0,0,0,0,0,0
"328",827,"NAmes",7200,827,5,0,0,0,0,0,0,0
"329",334,"BrkSide",5000,334,1,0,0,0,0,0,0,0
"330",1347,"Edwards",7000,820,5,0,0,0,0,0,0,0
"331",1601,"CollgCr",11423,1601,8,1,1,0,1,0,0,1
"332",1838,"Timber",14601,1838,9,1,1,0,1,1,1,1
"333",2285,"NoRidge",11000,997,8,1,1,1,1,1,1,1
"334",1680,"NWAmes",10140,1680,7,1,1,0,1,0,0,0
"335",767,"NAmes",4058,767,7,0,0,0,0,0,0,0
"336",1496,"Gilbert",17104,664,7,0,0,0,0,0,0,0
"337",2183,"NWAmes",13837,1377,7,1,1,0,1,0,0,1
"338",1635,"BrkSide",8737,915,6,1,1,0,1,0,0,0
"339",825,"OldTown",8235,825,5,0,0,0,0,0,0,0
"340",2094,"Somerst",9375,912,7,1,1,1,1,1,1,1
"341",928,"OldTown",6000,928,5,0,0,0,0,0,0,0
"342",1717,"NridgHt",11146,1717,8,1,1,0,1,0,0,1
"343",1048,"BrkSide",6380,1048,5,0,0,0,0,0,0,0
"344",1336,"IDOTRR",11040,897,4,0,0,0,0,0,0,0
"345",1557,"Blmngtn",3196,1557,7,1,1,0,1,0,0,1
"346",1389,"Mitchel",10010,1389,5,0,0,0,0,0,0,0
"347",996,"Edwards",13907,996,5,0,0,0,0,0,0,0
"348",1674,"Edwards",21780,1163,6,0,0,0,0,0,0,0
"349",2295,"NoRidge",13346,1166,7,1,1,1,1,1,1,1
"350",2132,"SawyerW",12327,1496,8,1,1,0,1,0,0,1
"351",943,"NAmes",7032,943,5,0,0,0,0,0,0,0
"352",1692,"Timber",13159,846,7,1,1,0,1,0,0,1
"353",1430,"Gilbert",9967,774,7,0,0,0,0,0,0,0
"354",1216,"NAmes",8480,832,5,0,0,0,0,0,0,0
"355",1477,"SWISU",6292,877,7,0,0,0,0,0,0,0
"356",1392,"Somerst",3604,703,7,0,0,0,0,0,0,0
"357",1795,"OldTown",12150,1050,5,0,0,0,0,0,0,0
"358",1429,"NAmes",14585,1429,6,0,0,0,0,0,0,0
"359",2775,"OldTown",13500,1521,10,1,1,0,1,1,1,1
"360",2028,"Timber",11443,2028,8,1,1,0,1,1,1,1
"361",1473,"ClearCr",25095,1473,5,0,0,0,0,0,0,0
"362",1582,"CollgCr",8320,770,7,0,0,0,0,0,0,0
"363",816,"Mitchel",6600,816,5,0,0,0,0,0,0,0
"364",848,"CollgCr",4435,848,6,0,0,0,0,0,0,0
"365",924,"CollgCr",7990,924,5,0,0,0,0,0,0,0
"366",1402,"Blmngtn",3922,1402,7,0,0,0,0,0,0,0
"367",1904,"NridgHt",10927,1058,8,1,1,0,1,1,1,1
"368",1375,"IDOTRR",9000,780,6,0,0,0,0,0,0,0
"369",1915,"SawyerW",10041,927,8,1,1,0,1,0,0,1
"370",1494,"CollgCr",12803,1494,7,1,1,0,1,0,0,1
"371",1986,"NAmes",13600,1186,7,1,1,1,1,0,0,1
"372",2008,"Edwards",7800,1112,5,1,1,0,1,0,0,0
"373",1029,"Sawyer",7943,1029,4,0,0,0,0,0,0,0
"374",2153,"CollgCr",11050,1476,9,1,1,0,1,1,1,1
"375",1032,"NWAmes",10395,1032,6,0,0,0,0,0,0,0
"376",832,"NAmes",7227,832,6,0,0,0,0,0,0,0
"377",2262,"Timber",12244,1482,8,1,1,1,1,1,1,1
"378",864,"Edwards",8248,864,3,0,0,0,0,0,0,0
"379",980,"Sawyer",7064,980,5,0,0,0,0,0,0,0
"380",1790,"NWAmes",10400,1012,6,0,0,0,0,0,0,0
"381",1422,"NAmes",12342,1422,5,0,0,0,0,0,0,0
"382",1520,"NAmes",9600,1520,6,0,0,0,0,0,0,0
"383",2080,"NAmes",11606,1040,5,0,0,1,0,0,0,0
"384",1411,"NWAmes",11900,1411,7,0,0,0,0,0,0,0
"385",1056,"NAmes",9250,1056,5,0,0,0,0,0,0,0
"386",800,"BrkSide",6120,800,2,0,0,0,0,0,0,0
"387",1567,"Blmngtn",3982,1567,8,1,1,0,1,0,0,1
"388",1518,"NridgHt",12677,1518,8,1,1,0,1,0,0,1
"389",1929,"Somerst",7050,1057,7,1,1,0,1,0,0,1
"390",2704,"NAmes",13860,2000,8,1,1,1,1,1,1,1
"391",1766,"Somerst",9187,1766,9,1,1,0,1,0,0,1
"392",981,"NAmes",10530,981,6,0,0,0,0,0,0,0
"393",1048,"NAmes",7200,1048,5,0,0,0,0,0,0,0
"394",1094,"Edwards",10452,1094,6,0,0,0,0,0,0,0
"395",1839,"NAmes",7700,1051,6,0,0,0,0,0,0,0
"396",630,"MeadowV",1936,630,4,0,0,0,0,0,0,0
"397",1510,"Edwards",9084,755,4,0,0,0,0,0,0,0
"398",2113,"NoRidge",10437,2113,8,1,1,0,1,1,1,0
"399",1092,"BrDale",1680,525,6,0,0,0,0,0,0,0
"400",1502,"Crawfor",7200,851,7,0,0,0,0,0,0,0
"401",1458,"NAmes",17503,912,6,0,0,0,0,0,0,0
"402",1486,"Edwards",9937,1486,5,0,0,0,0,0,0,0
"403",1935,"NWAmes",12384,1142,7,0,0,0,0,0,0,0
"404",1936,"Gilbert",11194,1454,8,1,1,0,1,0,0,1
"405",1679,"SawyerW",8125,1679,6,0,0,0,0,0,0,0
"406",1437,"Sawyer",14175,1437,5,0,0,0,0,0,0,0
